state,statefp,county,countyfp,year,month,num_tested_chickens,num_tested_flocks,num_positive_chickens
California,06,Los Angeles,037,2021,8,92,18,0
California,06,Merced,047,2021,8,48,8,14
California,06,Sacramento,067,2021,8,16,3,0
California,06,Solano,095,2021,8,20,3,0
California,06,Tulare,107,2021,8,10,1,3
California,06,Los Angeles,037,2021,9,92,18,0
California,06,Merced,047,2021,9,30,5,9
California,06,Sacramento,067,2021,9,16,3,0
California,06,Solano,095,2021,9,20,3,0
California,06,Tulare,107,2021,9,10,1,10
California,06,Los Angeles,037,2021,10,92,18,3
California,06,Sacramento,067,2021,10,16,3,1
California,06,Solano,095,2021,10,20,3,0
California,06,Los Angeles,037,2021,11,87,17,0
California,06,Sacramento,067,2022,4,19,3,0
California,06,Los Angeles,037,2022,5,90,18,0
California,06,Sacramento,067,2022,5,19,3,0
California,06,Tulare,107,2022,5,10,1,0
California,06,Los Angeles,037,2022,6,90,18,0
California,06,Sacramento,067,2022,6,13,2,0
California,06,Solano,095,2022,6,14,2,0
California,06,Tulare,107,2022,6,10,1,0
California,06,Los Angeles,037,2022,7,120,21,0
California,06,Sacramento,067,2022,7,19,3,0
California,06,Solano,095,2022,7,14,2,0
California,06,Tulare,107,2022,7,10,1,6
California,06,Los Angeles,037,2022,8,120,21,7
California,06,Sacramento,067,2022,8,19,3,5
California,06,Solano,095,2022,8,14,2,0
California,06,Tulare,107,2022,8,10,1,10
California,06,Los Angeles,037,2022,9,120,21,29
California,06,Sacramento,067,2022,9,19,3,6
California,06,Solano,095,2022,9,14,2,0
California,06,Los Angeles,037,2022,10,105,18,23
California,06,Sacramento,067,2022,10,19,3,6
California,06,Solano,095,2022,10,14,2,0
California,06,Los Angeles,037,2022,11,70,14,9
California,06,Sacramento,067,2023,4,17,3,0
California,06,Sacramento,067,2023,5,17,3,0
California,06,Tulare,107,2023,5,10,1,0
California,06,Los Angeles,037,2023,6,59,18,0
California,06,Sacramento,067,2023,6,17,3,0
California,06,Solano,095,2023,6,20,3,0
California,06,Tulare,107,2023,6,10,1,0
California,06,Los Angeles,037,2023,7,81,21,0
California,06,Sacramento,067,2023,7,17,3,0
California,06,Solano,095,2023,7,20,3,0
California,06,Tulare,107,2023,7,10,1,2
California,06,Los Angeles,037,2023,8,77,20,6
California,06,Sacramento,067,2023,8,17,3,5
California,06,Solano,095,2023,8,20,3,9
California,06,Tulare,107,2023,8,10,1,10
California,06,Los Angeles,037,2023,9,77,20,21
California,06,Sacramento,067,2023,9,17,3,5
California,06,Solano,095,2023,9,20,3,11
California,06,Los Angeles,037,2023,10,61,17,21
California,06,Sacramento,067,2023,10,17,3,7
California,06,Los Angeles,037,2023,11,49,15,14
California,06,Merced,047,2024,4,24,4,0
California,06,Los Angeles,037,2024,5,80,16,0
California,06,Merced,047,2024,5,24,4,0
California,06,Sacramento,067,2024,5,15,3,0
California,06,Tulare,107,2024,5,10,1,0
California,06,Los Angeles,037,2024,6,80,16,0
California,06,Merced,047,2024,6,24,4,0
California,06,Solano,095,2024,6,21,3,0
California,06,Tulare,107,2024,6,10,1,0
California,06,Merced,047,2024,7,24,4,0
California,06,Solano,095,2024,7,21,3,0
